dateandtime,vehid,coord,gpscoord,spd,edge,lane,displacement,turnAngle,nextTLS,tflight,tl_state,tl_phase_duration,tl_lanes_controlled,tl_program,tl_next_switch
2025-04-03 23:54:34,veh1,"[7671.571286704697, 8134.865041112913]","[103.70412671414545, 1.3622848257224012]",80.48,480886468,480886468_0,5963.52,58.45,"(('cluster_4930303717_568238350', 1, 1735.4036591998818, 'r'),)",,,,,,
2025-04-03 23:54:34,veh2,"[9263.362310096018, 4296.635292748294]","[103.71845022395372, 1.3275757943142972]",54.0,:cluster_4602861428_8410605206_7,:cluster_4602861428_8410605206_7_0,4215.0,276.29,(),,,,,,
2025-04-03 23:54:34,veh0,"[11226.273720017496, 6019.95678976837]","[103.73608277222424, 1.3431724594949461]",0.0,:8348880332_0,:8348880332_0_4,3732.77,20.14,"(('joinedS_10', 28, 1.0010576029014924, 'r'), ('joinedS_10', 7, 11.73105760290149, 'y'), ('joinedS_10', 15, 18.18105760290149, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 215.9510576029015, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 378.8310576029015, 'r'))",,,,,,
2025-04-03 23:54:34,veh1,"[7690.531983952892, 8146.509084656172]","[103.70429705684461, 1.362390237546894]",79.92,480886468,480886468_0,5985.72,58.45,"(('cluster_4930303717_568238350', 1, 1713.203699085629, 'r'),)",,,,,,
2025-04-03 23:54:34,veh2,"[9255.084211849678, 4307.35046076989]","[103.71837577975853, 1.3276726740537226]",54.0,465293292#1,465293292#1_0,4230.0,345.99,(),,,,,,
2025-04-03 23:54:34,veh0,"[11226.273720017496, 6019.95678976837]","[103.73608277222424, 1.3431724594949461]",0.0,:8348880332_0,:8348880332_0_4,3732.77,20.14,"(('joinedS_10', 28, 1.0010576029014924, 'r'), ('joinedS_10', 7, 11.73105760290149, 'y'), ('joinedS_10', 15, 18.18105760290149, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 215.9510576029015, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 378.8310576029015, 'r'))",,,,,,
2025-04-03 23:54:35,veh1,"[7711.508389871949, 8156.830999003073]","[103.70448552104571, 1.362483700605946]",84.02,480886468,480886468_0,6009.06,64.59,"(('cluster_4930303717_568238350', 1, 1689.8635383456437, 'r'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9251.206684278352, 4321.839203382623]","[103.71834086537925, 1.3278037063505777]",54.0,465293292#1,465293292#1_0,4245.0,345.02,(),,,,,,
2025-04-03 23:54:35,veh0,"[11226.273720017496, 6019.95678976837]","[103.73608277222424, 1.3431724594949461]",0.0,:8348880332_0,:8348880332_0_4,3732.77,20.14,"(('joinedS_10', 28, 1.0010576029014924, 'r'), ('joinedS_10', 7, 11.73105760290149, 'y'), ('joinedS_10', 15, 18.18105760290149, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 215.9510576029015, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 378.8310576029015, 'r'))",,,,,,
2025-04-03 23:54:35,veh1,"[7732.460079302156, 8166.785626665489]","[103.70467376492074, 1.3625738414597586]",83.32,480886468,480886468_0,6032.2,64.59,"(('cluster_4930303717_568238350', 1, 1666.7201003574678, 'r'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9247.329156707026, 4336.3279459953565]","[103.71830595099011, 1.3279347386432063]",54.0,465293292#1,465293292#1_0,4260.0,345.02,(),,,,,,
2025-04-03 23:54:35,veh0,"[11226.273720017496, 6019.95678976837]","[103.73608277222424, 1.3431724594949461]",0.0,:8348880332_0,:8348880332_0_4,3732.77,20.14,"(('joinedS_10', 28, 1.0010576029014924, 'r'), ('joinedS_10', 7, 11.73105760290149, 'y'), ('joinedS_10', 15, 18.18105760290149, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 215.9510576029015, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 378.8310576029015, 'r'))",,,,,,
2025-04-03 23:54:35,veh1,"[7753.177034792405, 8175.048387117116]","[103.70485990745065, 1.362648678340953]",80.33,480886468,480886468_0,6054.51,73.09,"(('cluster_4930303717_568238350', 1, 1644.4067423326294, 'r'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9243.4516291357, 4350.81668860809]","[103.7182710365911, 1.3280657709316077]",54.0,465293292#1,465293292#1_0,4275.0,345.02,(),,,,,,
2025-04-03 23:54:35,veh0,"[11226.273720017496, 6019.95678976837]","[103.73608277222424, 1.3431724594949461]",0.0,:8348880332_0,:8348880332_0_4,3732.77,20.14,"(('joinedS_10', 28, 1.0010576029014924, 'r'), ('joinedS_10', 7, 11.73105760290149, 'y'), ('joinedS_10', 15, 18.18105760290149, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 215.9510576029015, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 378.8310576029015, 'r'))",,,,,,
2025-04-03 23:54:35,veh1,"[7775.287311578012, 8181.604205131019]","[103.70505857997532, 1.3627080828082452]",82.85,480886468,480886468_0,6077.53,74.91,"(('cluster_4930303717_568238350', 1, 1621.3922455959307, 'r'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9239.607564677182, 4365.310158667365]","[103.71823642288928, 1.3281968461324443]",54.0,645271641,645271641_0,4290.0,345.22,(),,,,,,
2025-04-03 23:54:35,veh0,"[11227.005264822737, 6021.975530963476]","[103.73608933723398, 1.3431907225275506]",7.66,:4740612736_5,:4740612736_5_4,3734.9,20.05,"(('joinedS_10', 7, 9.603100393492277, 'G'), ('joinedS_10', 15, 16.053100393492276, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 213.82310039349227, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 376.70310039349226, 'g'))",,,,,,
2025-04-03 23:54:35,veh1,"[7797.997055201214, 8186.714544324617]","[103.70526264689259, 1.3627544159181728]",83.61,480886468,480886468_0,6100.75,77.32,"(('cluster_4930303717_568238350', 1, 1598.1676544096092, 'r'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9235.790690097407, 4379.818331804818]","[103.71820205346131, 1.3283280544457878]",54.0,645271641,645271641_0,4305.0,345.26,(),,,,,,
2025-04-03 23:54:35,veh0,"[11228.424881949952, 6025.938628776946]","[103.73610207691198, 1.343226575577561]",14.95,:4740612736_5,:4740612736_5_4,3739.05,19.71,"(('joinedS_10', 7, 5.450720296393628, 'G'), ('joinedS_10', 15, 11.900720296393628, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 209.67072029639363, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 372.55072029639365, 'g'))",,,,,,
2025-04-03 23:54:35,veh1,"[7820.825817560305, 8191.8516661239955]","[103.70546778332103, 1.3628009918437505]",84.05,480886468,480886468_0,6124.1,77.32,"(('cluster_4930303717_568238350', 1, 1574.8213462400208, 'G'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9232.145262707621, 4394.36729226242]","[103.71816922460916, 1.328459632480157]",54.0,645271641,645271641_0,4320.0,347.28,(),,,,,,
2025-04-03 23:54:35,veh0,"[11230.055256650492, 6030.490091482628]","[103.7361167079334, 1.3432677514023919]",17.17,:4740612736_5,:4740612736_5_4,3743.82,19.71,"(('joinedS_10', 7, 0.6818742973064207, 'G'), ('joinedS_10', 15, 7.131874297306421, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 204.90187429730642, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 367.78187429730644, 'g'))",,,,,,
2025-04-03 23:54:35,veh1,"[7842.737473672923, 8196.15385465777]","[103.70566468180434, 1.3628400113817443]",80.21,480886468,480886468_0,6146.38,79.36,"(('cluster_4930303717_568238350', 1, 1552.5396997125963, 'G'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9229.02, 4409.04]","[103.7181410698295, 1.328592332243922]",54.0,645271641,645271641_0,4335.0,347.98,(),,,,,,
2025-04-03 23:54:35,veh0,"[11232.515334973614, 6033.8042496142925]","[103.73613880125218, 1.3432977396298884]",15.56,:244130280_7,:244130280_7_0,3748.14,34.2,"(('joinedS_10', 15, 2.810645952558623, 'g'), ('cluster_3170740566_5014446299_8349291438_8349291439', 5, 200.58064595255863, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 363.46064595255865, 'g'))",,,,,,
2025-04-03 23:54:35,veh1,"[7865.166843473268, 8200.36676607812]","[103.70586623341472, 1.3628782259196315]",81.97,480886468,480886468_0,6169.15,79.36,"(('cluster_4930303717_568238350', 1, 1529.7701024942896, 'G'),)",,,,,,
2025-04-03 23:54:35,veh2,"[9225.349733969992, 4423.576811936153]","[103.71810801779262, 1.3287238002708628]",54.0,643724684,643724684_0,4350.0,344.86,(),,,,,,
2025-04-03 23:54:36,veh0,"[11236.715705713745, 6032.366974341662]","[103.73617655666384, 1.3432847590554173]",16.54,:244130296_5,:244130296_5_1,3752.73,106.41,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 195.9872563921041, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 358.8672563921041, 'g'))",,,,,,
2025-04-03 23:54:36,veh1,"[7887.384473953809, 8202.235088663607]","[103.70606589347297, 1.3628952327529378]",80.32,480886468,480886468_0,6191.46,88.53,"(('cluster_4930303717_568238350', 1, 1507.458784034248, 'G'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9221.43267075325, 4438.0567059706755]","[103.71807274807372, 1.3288547523137746]",54.0,643724684,643724684_0,4365.0,344.86,(),,,,,,
2025-04-03 23:54:36,veh0,"[11242.050275915986, 6028.605779267211]","[103.73622451592689, 1.343250763818729]",23.58,:244130296_5,:244130296_5_1,3759.28,126.29,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 189.43839424671933, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 352.3183942467193, 'y'))",,,,,,
2025-04-03 23:54:36,veh1,"[7909.71133149944, 8202.808538135625]","[103.70626654142056, 1.3629005280527078]",80.22,480886468,480886468_0,6213.74,88.53,"(('cluster_4930303717_568238350', 1, 1485.175451860717, 'G'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9217.515607536507, 4452.536600005197]","[103.71803747834495, 1.3289857043524143]",54.0,643724684,643724684_0,4380.0,344.86,(),,,,,,
2025-04-03 23:54:36,veh0,"[11249.241267667592, 6023.689283492231]","[103.73628916421849, 1.3432063275120136]",31.45,:8348880336_0,:8348880336_0_1,3768.02,121.86,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 180.7035532054664, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 343.5835532054664, 'y'))",,,,,,
2025-04-03 23:54:36,veh1,"[7932.658036774591, 8202.670145260721]","[103.7064727633721, 1.3628993877753792]",82.53,480886468,480886468_0,6236.67,95.3,"(('cluster_4930303717_568238350', 1, 1462.2492101730272, 'y'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9213.773286544769, 4467.059956106762]","[103.71800377879178, 1.32911705032096]",54.0,643724684,643724684_0,4395.0,346.93,(),,,,,,
2025-04-03 23:54:36,veh0,"[11258.817703874347, 6018.291098725334]","[103.73637525273647, 1.343157545457134]",39.59,:3923016218_1,:3923016218_1_1,3779.01,119.4,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 169.7052566628517, 'y'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 332.5852566628517, 'y'))",,,,,,
2025-04-03 23:54:36,veh1,"[7956.037468167499, 8200.50313158313]","[103.70668288402585, 1.3628799008243524]",84.33,480886468,480886468_0,6260.1,95.3,"(('cluster_4930303717_568238350', 1, 1438.8230628362303, 'y'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9210.45066769417, 4481.687700959219]","[103.71797385055663, 1.3292493424508933]",54.0,643724684,643724684_0,4410.0,347.2,(),,,,,,
2025-04-03 23:54:36,veh0,"[11269.859592166493, 6012.072433186855]","[103.73647451508336, 1.3431013489598231]",45.68,:3923016218_1,:3923016218_1_1,3791.7,119.39,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 157.0174614963108, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 319.8974614963108, 'r'))",,,,,,
2025-04-03 23:54:36,veh1,"[7978.617541518068, 8198.41020951974]","[103.70688582053036, 1.3628610801243148]",81.45,480886468,480886468_0,6282.72,95.3,"(('cluster_4930303717_568238350', 1, 1416.1978707904327, 'y'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9207.128048843571, 4496.315445811676]","[103.71794392231187, 1.329381634577211]",54.0,643724684,643724684_0,4425.0,347.2,(),,,,,,
2025-04-03 23:54:36,veh0,"[11281.495614410793, 6005.328400418551]","[103.73657911935105, 1.3430404032594427]",48.42,481104273,481104273_1,3805.15,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 143.56614510190386, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 306.4461451019039, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,GrrrrrrrGG,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",301.0
2025-04-03 23:54:36,veh1,"[8000.9488342115055, 8195.035233939365]","[103.70708652744848, 1.3628306620946034]",81.31,480886468,480886468_0,6305.31,103.32,"(('cluster_4930303717_568238350', 1, 1393.610833403776, 'y'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9203.805429992972, 4510.943190664133]","[103.71791399405748, 1.3295139266999132]",54.0,643724684,643724684_0,4440.0,347.2,(),,,,,,
2025-04-03 23:54:36,veh0,"[11293.09735594251, 5998.532077316838]","[103.73668341577844, 1.3429789844206519]",48.39,481104273,481104273_1,3818.6,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 130.12388319017862, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 293.0038831901786, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,GrrrrrrrGG,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",301.0
2025-04-03 23:54:36,veh1,"[8022.952879642712, 8189.825564710891]","[103.70728430226497, 1.3627836477530655]",81.22,480886468,480886468_0,6327.87,103.32,"(('cluster_4930303717_568238350', 1, 1371.0499990635556, 'y'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9200.45773480663, 4525.565897790055]","[103.71788384045881, 1.3296461731350457]",54.0,:cluster_5251167056_6046402896_1,:cluster_5251167056_6046402896_1_0,4455.0,346.91,(),,,,,,
2025-04-03 23:54:36,veh0,"[11305.718597522302, 5991.138529073538]","[103.73679687722479, 1.3429121684064687]",52.64,481104273,481104273_1,3833.22,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 115.50038597616714, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 278.38038597616713, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,GrrrrrrrGG,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",301.0
2025-04-03 23:54:36,veh1,"[8045.296418697186, 8184.535517104362]","[103.70748512849515, 1.3627359080174788]",82.47,480886468,480886468_0,6350.78,103.32,"(('cluster_4930303717_568238350', 1, 1348.1410805758976, 'r'),)",,,,,,
2025-04-03 23:54:36,veh2,"[9196.965119825707, 4540.157864923747]","[103.71785238461624, 1.3297781408429497]",54.0,644424498,644424498_0,4470.0,346.44,(),,,,,,
2025-04-03 23:54:36,veh0,"[11318.138610081513, 5983.862861187906]","[103.73690852967547, 1.3428464176744055]",51.81,481104273,481104273_1,3847.61,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 101.11004110325325, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 263.99004110325325, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,GrrrrrrrGG,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=2, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",301.0
2025-04-03 23:54:36,veh1,"[8067.288956017965, 8177.266999044992]","[103.70768280982897, 1.3626702713966174]",83.34,480886468,480886468_0,6373.93,110.61,"(('cluster_4930303717_568238350', 1, 1324.9905828359913, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9193.422636165576, 4554.73302832244]","[103.71782048067821, 1.329909956323218]",54.0,644424498,644424498_0,4485.0,346.34,(),,,,,,
2025-04-03 23:54:37,veh0,"[11330.147313784293, 5976.828138842668]","[103.73701648457151, 1.3427828443741356]",50.09,481104273,481104273_1,3861.52,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 87.196255836464, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 250.07625583646404, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,yrrrrrrryy,3.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=3, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",304.0
2025-04-03 23:54:37,veh1,"[8088.347413642962, 8169.345667766669]","[103.70787209976524, 1.3625987255570067]",80.81,480886468,480886468_0,6396.38,110.61,"(('cluster_4930303717_568238350', 1, 1302.5428218034192, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9189.880272468483, 4569.304566897113]","[103.71778857782549, 1.3300417390137156]",54.0,644424499#0,644424499#0_0,4500.0,346.34,(),,,,,,
2025-04-03 23:54:37,veh0,"[11342.54295096381, 5969.566750102597]","[103.73712791788883, 1.342717222662438]",51.7,481104273,481104273_1,3875.89,120.36,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 72.83415329571245, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 235.7141532957125, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,yrrrrrrryy,3.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=3, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",304.0
2025-04-03 23:54:37,veh1,"[8109.746276408051, 8161.2962899841095]","[103.70806444953097, 1.362526023168927]",82.12,480886468,480886468_0,6419.19,110.61,"(('cluster_4930303717_568238350', 1, 1279.7321978596556, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9186.34224888166, 4583.883664091094]","[103.71775671393182, 1.3301735900883431]",54.0,644424499#0,644424499#0_0,4515.0,346.36,(),,,,,,
2025-04-03 23:54:37,veh0,"[11355.253895427262, 5962.154114670838]","[103.73724218557238, 1.3426502343788063]",52.96,481104273,481104273_1,3890.6,120.16,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 58.12358156910847, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 221.00358156910846, 'r'))",cluster_3170740566_5014446299_8349291438_8349291439,yrrrrrrryy,3.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=3, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",304.0
2025-04-03 23:54:37,veh1,"[8131.147319506884, 8152.389051981753]","[103.7082568230258, 1.362445561464052]",83.3,480886468,480886468_0,6442.33,114.17,"(('cluster_4930303717_568238350', 1, 1256.5933266906306, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9182.804225294836, 4598.462761285075]","[103.71772485002842, 1.330305441159116]",54.0,644424499#0,644424499#0_0,4530.0,346.36,(),,,,,,
2025-04-03 23:54:37,veh0,"[11367.743218758944, 5954.895455439648]","[103.737354460829, 1.3425846377713975]",51.99,481104273,481104273_1,3905.04,120.16,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 43.681957146800784, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 206.5619571468008, 'g'))",cluster_3170740566_5014446299_8349291438_8349291439,GGGgGGggrr,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",309.0
2025-04-03 23:54:37,veh1,"[8151.783104450248, 8142.650803066842]","[103.70844232316932, 1.362357579570334]",82.0,480886468,480886468_0,6465.11,118.51,"(('cluster_4930303717_568238350', 1, 1233.8148755443938, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9179.266201708011, 4613.041858479056]","[103.71769298611528, 1.3304372922260335]",54.0,644424499#0,644424499#0_0,4545.0,346.36,(),,,,,,
2025-04-03 23:54:37,veh0,"[11380.035360294998, 5947.751396128968]","[103.73746496347795, 1.3425200767944416]",51.17,481104273,481104273_1,3919.25,120.16,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 29.468337505836132, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 192.34833750583613, 'g'))",cluster_3170740566_5014446299_8349291438_8349291439,GGGgGGggrr,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",309.0
2025-04-03 23:54:37,veh1,"[8172.175999614608, 8131.574261535032]","[103.70862564691183, 1.3622574916834047]",83.35,480886468,480886468_0,6488.26,118.51,"(('cluster_4930303717_568238350', 1, 1210.6608580562895, 'r'),)",,,,,,
2025-04-03 23:54:37,veh2,"[9176.632423759791, 4627.778812010446]","[103.71766924780995, 1.3305705753483954]",54.0,:cluster_4602861429_5233380340_8406949301_8406949304_2,:cluster_4602861429_5233380340_8406949301_8406949304_2_0,4560.0,352.97,(),,,,,,
2025-04-03 23:54:37,veh0,"[11391.914426906622, 5940.847411483165]","[103.73757175270525, 1.3424576853659729]",49.45,481104273,481104273_1,3932.99,120.16,"(('cluster_3170740566_5014446299_8349291438_8349291439', 5, 15.732363671490447, 'G'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 178.61236367149047, 'g'))",cluster_3170740566_5014446299_8349291438_8349291439,GGGgGGggrr,42.0,"('638460748_0', '638460748_0', '638460748_1', '638460748_1', '481104273_0', '481104273_1', '481104273_1', '481104273_1', '-636809738#0_0', '-636809738#0_0')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=42.0, state='GGGgGGggrr', minDur=5.0, maxDur=50.0, next='(1,)'), Phase(duration=3.0, state='yyyyyyyyrr', minDur=3.0, maxDur=3.0, next='(2,)'), Phase(duration=42.0, state='GrrrrrrrGG', minDur=5.0, maxDur=50.0, next='(3,)'), Phase(duration=3.0, state='yrrrrrrryy', minDur=3.0, maxDur=3.0, next='(0,)')), subParameter={}),)",309.0
