dateandtime,vehid,coord,gpscoord,spd,edge,lane,displacement,turnAngle,nextTLS,tflight,tl_state,tl_phase_duration,tl_lanes_controlled,tl_program,tl_next_switch
2025-04-03 23:54:07,veh1,"[4399.346613539972, 4690.583199963971]","[103.67473637531594, 1.331115794168649]",73.69,75435065,75435065_0,1018.52,51.28,"(('cluster_4930303717_568238350', 1, 6680.3958245862295, 'r'),)",,,,,,
2025-04-03 23:54:07,veh2,"[12001.678026607538, 3888.7398669623058]","[103.74306111971798, 1.323899064430757]",54.0,479774985#0,479774985#0_0,825.0,285.2,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2744.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2832.41, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3227.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'y'), ('5220729634', 2, 597.1910136051051, 'G'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'G'), ('joinedS_2', 22, 1432.4310136051054, 'G'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'y'), ('joinedS_10', 14, 3305.7910136051055, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,GGGGrrrrrrrrGGGGGggrrrrrr,29.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",60.0
2025-04-03 23:54:07,veh1,"[4413.835580086757, 4704.761875156077]","[103.67486651536797, 1.3312441082835136]",73.38,75435065,75435065_0,1038.91,44.68,"(('cluster_4930303717_568238350', 1, 6660.013714580297, 'r'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11988.67913525499, 3896.234323725055]","[103.74294426514084, 1.323966792733804]",54.0,479774985#0,479774985#0_0,840.0,299.97,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2729.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2817.41, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3212.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'y'), ('5220729634', 2, 597.1910136051051, 'G'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'G'), ('joinedS_2', 22, 1432.4310136051054, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'y'), ('joinedS_10', 14, 3305.7910136051055, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,GGGGrrrrrrrrGGGGGggrrrrrr,29.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",60.0
2025-04-03 23:54:07,veh1,"[4427.25432663408, 4720.235176610822]","[103.67498703139408, 1.3313841268761468]",74.25,75435065,75435065_0,1059.53,36.86,"(('cluster_4930303717_568238350', 1, 6639.390078435768, 'r'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11975.692814384387, 3903.738404601337]","[103.74282752348734, 1.3240346081336332]",54.0,479774985#1,479774985#1_0,855.0,300.13,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2714.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2802.41, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3197.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'G'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'y'), ('joinedS_2', 22, 1432.4310136051054, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'y'), ('joinedS_10', 14, 3305.7910136051055, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,GGGGrrrrrrrrGGGGGggrrrrrr,29.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=0, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",60.0
2025-04-03 23:54:07,veh1,"[4439.648560998427, 4736.766576484902]","[103.6750983352976, 1.3315337108161545]",74.72,75435065,75435065_0,1080.29,36.86,"(('cluster_4930303717_568238350', 1, 6618.633255068806, 'G'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11963.136797510993, 3911.9364798755682]","[103.7427146457897, 1.3241087027252514]",54.0,479774985#1,479774985#1_0,870.0,304.13,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2699.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2787.41, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3182.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'G'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'y'), ('joinedS_2', 22, 1432.4310136051054, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'y'), ('joinedS_10', 14, 3305.7910136051055, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,yyyyrrrrrrrryyyyyggrrrrrr,5.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=1, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",65.0
2025-04-03 23:54:07,veh1,"[4450.269950101898, 4753.36142929069]","[103.67519370680444, 1.3316838600672276]",71.33,75435065,75435065_0,1100.1,31.02,"(('cluster_4930303717_568238350', 1, 6598.819188109621, 'G'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11950.719629038362, 3920.3520400932466]","[103.74260301492085, 1.3241847651091978]",54.0,479774985#1,479774985#1_0,885.0,304.13,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2684.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2772.41, 'y'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3167.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'G'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'y'), ('joinedS_2', 22, 1432.4310136051054, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'y'), ('joinedS_10', 14, 3305.7910136051055, 'y'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,yyyyrrrrrrrryyyyyggrrrrrr,5.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=1, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",65.0
2025-04-03 23:54:07,veh1,"[4460.5706242451915, 4770.92079354321]","[103.67528619147633, 1.3318427316092305]",73.64,75435065,75435065_0,1120.56,28.97,"(('cluster_4930303717_568238350', 1, 6578.364956770473, 'G'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11938.302460565728, 3928.7676003109245]","[103.74249138404777, 1.3242608274814915]",54.0,479774985#1,479774985#1_0,900.0,304.13,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2669.0, 'G'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2757.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3152.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'y'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'y'), ('joinedS_2', 22, 1432.4310136051054, 'y'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'G'), ('joinedS_10', 14, 3305.7910136051055, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,yyyyrrrrrrrryyyyyggrrrrrr,5.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=1, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",65.0
2025-04-03 23:54:07,veh1,"[4470.0387709381885, 4788.025523847846]","[103.67537119664021, 1.3319974870248987]",70.71,75435065,75435065_0,1140.2,28.97,"(('cluster_4930303717_568238350', 1, 6558.724526268449, 'G'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11926.043427654502, 3937.4072768869523]","[103.74238117330536, 1.3243389177162748]",54.0,479774985#1,479774985#1_0,915.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2654.0, 'y'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2742.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3137.9, 'r'))",,,,,,
2025-04-03 23:54:07,veh0,"[8263.944022687747, 5702.766407464244]","[103.70946195981784, 1.3402894839918107]",0.0,251582019,251582019_4,445.16,343.03,"(('cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628', 4, 1.0010136051050544, 'r'), ('cluster_237566302_237568006_4749270945_4749270946_4749361887_4749361891_4749361892_4749361893_4749361895_6130411472_7756055890_7756055891_8390206210_8390206211', 12, 251.94101360510507, 'r'), ('5220729634', 2, 597.1910136051051, 'y'), ('joinedS_8', 22, 781.1810136051052, 'r'), ('joinedS_8', 16, 796.5210136051053, 'y'), ('joinedS_2', 22, 1432.4310136051054, 'r'), ('cluster_1599284184_237568212_4736420883_5179030747_5179030749_5179030750_5179030752_5179030754_5220597509_5220597510_5220601830_6819927991_6819927999_6819928000_6819928001_8428043766', 19, 2408.911013605106, 'G'), ('joinedS_10', 24, 3288.6110136051057, 'r'), ('joinedS_10', 7, 3299.3410136051057, 'G'), ('joinedS_10', 14, 3305.7910136051055, 'G'), ('cluster_3170740566_5014446299_8349291438_8349291439', 4, 3503.5610136051055, 'r'), ('cluster_244131869_5014446280_8424300911_8424300912_8424300914_8424300916_8424303617', 6, 3666.4410136051056, 'r'))",cluster_1599226662_1599226663_237566456_237567290_5220729621_5220729622_5220729623_5220729624_5220729625_5220729626_5220729627_5220729628,yyyyrrrrrrrryyyyyggrrrrrr,5.0,"('251582019_0', '251582019_1', '251582019_2', '251582019_3', '251582019_4', '251582019_4', '482084641#0_0', '482084641#0_0', '482084641#0_1', '482084641#0_2', '482084641#0_3', '482084641#0_3', '482104103#0_0', '482104103#0_1', '482104103#0_2', '482104103#0_3', '482104103#0_4', '482104103#0_5', '482104103#0_5', '482057944#0_0', '482057944#0_0', '482057944#0_1', '482057944#0_2', '482057944#0_3', '482057944#0_3')","(Logic(programID='0', type=3, currentPhaseIndex=1, phases=(Phase(duration=29.0, state='GGGGrrrrrrrrGGGGGggrrrrrr', minDur=8.0, maxDur=50.0, next='(1,)'), Phase(duration=5.0, state='yyyyrrrrrrrryyyyyggrrrrrr', minDur=5.0, maxDur=5.0, next='(2,)'), Phase(duration=6.0, state='rrrrGGrrrrrrrrrrrGGrrrrrr', minDur=8.0, maxDur=50.0, next='(3,)'), Phase(duration=5.0, state='rrrryyrrrrrrrrrrryyrrrrrr', minDur=5.0, maxDur=5.0, next='(4,)'), Phase(duration=29.0, state='rrrrrrGGGGrrrrrrrrrGGGGrr', minDur=8.0, maxDur=50.0, next='(5,)'), Phase(duration=5.0, state='rrrrrryyyyrrrrrrrrryyyyrr', minDur=5.0, maxDur=5.0, next='(6,)'), Phase(duration=6.0, state='rrrrrrrrrrGGrrrrrrrrrrrGG', minDur=8.0, maxDur=50.0, next='(7,)'), Phase(duration=5.0, state='rrrrrrrrrryyrrrrrrrrrrryy', minDur=5.0, maxDur=5.0, next='(0,)')), subParameter={}),)",65.0
2025-04-03 23:54:07,veh1,"[4477.673999703702, 4806.21684762086]","[103.67543972459698, 1.3321620615904906]",71.55,75435065,75435065_0,1160.07,19.82,"(('cluster_4930303717_568238350', 1, 6538.8496893022975, 'G'),)",,,,,,
2025-04-03 23:54:07,veh2,"[11913.952183017152, 3946.284750050802]","[103.74227246937922, 1.3244191595965529]",54.0,479774985#1,479774985#1_0,930.0,306.29,"(('cluster_1307507128_2327164290_5231665168_5231665169_5231665171_566642091', 7, 2639.0, 'y'), ('cluster_1307507108_1307507130_4749207531_5231665170_5231665172_5231665173_5231665174_5231665179_566641913', 0, 2727.41, 'r'), ('cluster_2327164297_246132108_5014446350_5014446510_8407867208_8407867209_8410544384_8410544385_8410544387_8410544388_8410544390_8410544391', 15, 3122.9, 'r'))",,,,,,
